  51V     50V(N,G) E=THERMAL                                                     
  
         EL                IN             OUT          NET       (+NORM. UNC.)
 *****************************************************************************
             0.0         18.7 8         0.0            0.0            0.0       
        320.07 3        0.92 20         1.42          0.50 22        0.50 22    
     1609.235 19        17.6 11         14.4 7        -3.2 13        -3.2 13    
     1813.243 19          0.4 4          3.8 5          3.4 6          3.4 6    
     2699.634 24          4.8 8          3.6 4         -1.2 9         -1.2 9    
       3377.67 4         0.0            0.0            0.0            0.0       
     3385.592 23          1.6 6         0.0            -1.6 6         -1.6 6    
       3395.02 3          4.1 5         0.0            -4.1 5         -4.1 5    
       3516.95 3          2.2 5         0.0            -2.2 5         -2.2 5    
     3614.057 24          4.1 7          7.9 7          3.8 *          3.8 *    
       3803.60 3          0.6 4          1.8 4          1.1 5          1.1 5    
       3873.72 3         0.0             1.7 4          1.7 4          1.7 4    
       3902.35 3        0.40 16         0.0          -0.40 16       -0.40 16    
       3919.46 4          0.4 4         0.0            -0.4 4         -0.4 4    
       3943.33 3         0.0            0.0            0.0            0.0       
       4002.56 4         0.0            0.0            0.0            0.0       
       4124.03 4         0.0            0.0            0.0            0.0       
       4224.80 4         0.0           0.56 24        0.56 24        0.56 24    
       4446.68 3         0.0            0.0            0.0            0.0       
       4493.93 3         0.0           0.40 16        0.40 16        0.40 16    
       4560.55 3          2.0 5          3.4 4          1.4 6          1.4 6    
       4582.79 4          3.3 6         0.0            -3.3 6         -3.3 6    
       4894.26 4         0.0            0.0            0.0            0.0       
       4916.11 4         0.0             1.3 5          1.3 5          1.3 5    
       5019.94 4         0.0             0.4 4          0.4 4          0.4 4    
       5030.29 6         0.0            0.0            0.0            0.0       
       5113.30 4          1.1 5         0.0            -1.1 5         -1.1 5    
       5188.44 3          2.2 7          1.1 5         -1.1 9         -1.1 9    
       5208.52 4         0.0            0.0            0.0            0.0       
       5256.01 3         0.0             1.5 4          1.5 4          1.5 4    
       5308.14 6          0.6 4         0.0            -0.6 4         -0.6 4    
       5325.41 4          2.5 3          4.4 7          1.9 8          1.9 8    
       5333.28 3         0.0             0.6 3          0.6 3          0.6 3    
       5403.74 5         0.0             1.6 5          1.6 5          1.6 5    
       5628.64 4         0.0             0.5 4          0.5 4          0.5 4    
       5808.06 5        13.6 12         0.0          -13.6 12       -13.6 12    
       5817.74 5         0.0            0.0            0.0            0.0       
       5849.78 4         0.0            0.0            0.0            0.0       
       5913.59 4         0.0             1.5 5          1.5 5          1.5 5    
       5943.17 5         0.0            0.0            0.0            0.0       
       5948.53 5         0.0             0.6 4          0.6 4          0.6 4    
       5981.38 6          3.0 3          1.1 5         -1.9 5         -1.9 5    
       6038.60 5         0.0            0.0            0.0            0.0       
       6059.36 6         0.0            0.0            0.0            0.0       
       6100.80 8         0.0            0.0            0.0            0.0       
       6114.13 5         0.0             0.6 4          0.6 4          0.6 4    
       6259.96 4         0.0             2.5 3          2.5 3          2.5 3    
       6264.56 6         0.0             0.5 3          0.5 3          0.5 3    
       6266.60 7         0.0            0.0            0.0            0.0       
       6297.21 6         0.0            0.0            0.0            0.0       
       6379.89 5         0.0             1.5 3          1.5 3          1.5 3    
       6437.79 4         0.0             0.9 3          0.9 3          0.9 3    
       6464.07 5         0.0             4.6 9          4.6 9          4.6 9    
       6485.46 6         0.0             1.3 5          1.3 5          1.3 5    
       6496.05 6         0.0            0.0            0.0            0.0       
       6570.43 6          1.3 6         0.0            -1.3 6         -1.3 6    
       6579.46 6         0.0             3.0 3          3.0 3          3.0 3    
       6675.35 7         0.0             0.4 4          0.4 4          0.4 4    
       6830.55 6         0.0            0.0            0.0            0.0       
       6931.22 6         0.0            0.0            0.0            0.0       
       6977.39 5         0.0            0.0            0.0            0.0       
    11051.127 22         0.0           16.4 13        16.4 13        16.4 13    
 *****************************************************************************
                       TOTAL BETA INTENSITY =            19 3           19 3    
             TOTAL UNPLACED GAMMA INTENSITY =          0.0                      
              NORMALIZATION UNCERTAINTY (%) =    .7500                          
