date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:19:44	26659/26659	---M--	200	added ('OK')	text/html	etag:%226823-3db5afee39800%22	https://www-nds.iaea.org/pgaa/EGAF/58FE_EGAF.ens	E:/My%20Web/1/www-nds.iaea.org/pgaa/EGAF/58FE_EGAF.html	(from https://www-nds.iaea.org/pgaa/egaf.html)
18:19:44	27398/27398	---M--	200	added ('OK')	text/html	etag:%226b06-3db5afee39800%22	https://www-nds.iaea.org/pgaa/EGAF/59FE_EGAF.ens	E:/My%20Web/1/www-nds.iaea.org/pgaa/EGAF/59FE_EGAF.html	(from https://www-nds.iaea.org/pgaa/egaf.html)
18:19:45	65199/65199	---M--	200	added ('OK')	text/html	etag:%22feaf-3db5afee39800%22	https://www-nds.iaea.org/pgaa/EGAF/59NI_EGAF.ens	E:/My%20Web/1/www-nds.iaea.org/pgaa/EGAF/59NI_EGAF.html	(from https://www-nds.iaea.org/pgaa/egaf.html)
18:19:45	122437/122437	---M--	200	added ('OK')	text/html	etag:%221de45-3db5afee39800%22	https://www-nds.iaea.org/pgaa/EGAF/60CO_EGAF.ens	E:/My%20Web/1/www-nds.iaea.org/pgaa/EGAF/60CO_EGAF.html	(from https://www-nds.iaea.org/pgaa/egaf.html)
18:19:45	38631/38631	---M--	200	added ('OK')	text/html	etag:%2296e7-3db5afee39800%22	https://www-nds.iaea.org/pgaa/EGAF/61NI_EGAF.ens	E:/My%20Web/1/www-nds.iaea.org/pgaa/EGAF/61NI_EGAF.html	(from https://www-nds.iaea.org/pgaa/egaf.html)
18:19:46	25347/25347	---M--	200	added ('OK')	text/html	etag:%226303-3db5afee39800%22	https://www-nds.iaea.org/pgaa/EGAF/62NI_EGAF.ens	E:/My%20Web/1/www-nds.iaea.org/pgaa/EGAF/62NI_EGAF.html	(from https://www-nds.iaea.org/pgaa/egaf.html)
18:19:46	21822/21822	---M--	200	added ('OK')	text/html	etag:%22553e-3db5afee39800%22	https://www-nds.iaea.org/pgaa/EGAF/63NI_EGAF.ens	E:/My%20Web/1/www-nds.iaea.org/pgaa/EGAF/63NI_EGAF.html	(from https://www-nds.iaea.org/pgaa/egaf.html)
18:19:47	12556/12556	---M--	200	added ('OK')	text/html	etag:%22310c-3db5afee39800%22	https://www-nds.iaea.org/pgaa/EGAF/65NI_EGAF.ens	E:/My%20Web/1/www-nds.iaea.org/pgaa/EGAF/65NI_EGAF.html	(from https://www-nds.iaea.org/pgaa/egaf.html)
18:19:47	104314/104314	---M--	200	added ('OK')	text/html	etag:%221977a-3db5afee39800%22	https://www-nds.iaea.org/pgaa/EGAF/64CU_EGAF.ens	E:/My%20Web/1/www-nds.iaea.org/pgaa/EGAF/64CU_EGAF.html	(from https://www-nds.iaea.org/pgaa/egaf.html)
18:19:47	35104/35104	---M--	200	added ('OK')	text/html	etag:%228920-3db5afee39800%22	https://www-nds.iaea.org/pgaa/EGAF/65ZN_EGAF.ens	E:/My%20Web/1/www-nds.iaea.org/pgaa/EGAF/65ZN_EGAF.html	(from https://www-nds.iaea.org/pgaa/egaf.html)
18:19:48	14195/14195	---M--	200	added ('OK')	text/html	etag:%223773-3db5afee39800%22	https://www-nds.iaea.org/pgaa/EGAF/67ZN_EGAF.ens	E:/My%20Web/1/www-nds.iaea.org/pgaa/EGAF/67ZN_EGAF.html	(from https://www-nds.iaea.org/pgaa/egaf.html)
