  38CL    37CL(N,G) E=THERMAL                                                    
  
         EL                IN             OUT          NET       (+NORM. UNC.)
 *****************************************************************************
             0.0         0.49 4         0.0            0.0            0.0       
       671.361 8         0.0           0.050 8        0.050 8        0.050 8    
      755.424 10       0.074 18        0.118 9       0.044 20       0.044 20    
     1309.047 14        0.064 7         0.0          -0.064 7       -0.064 7    
     1617.411 15         0.0          0.143 19       0.143 19       0.143 19    
     1692.461 18         0.41 3         0.10 3        -0.31 4        -0.31 4    
       1745.81 4       0.050 17         0.0         -0.050 17      -0.050 17    
      1784.81 17       0.120 17         0.0         -0.120 17      -0.120 17    
     1941.998 14         0.0            0.0            0.0            0.0       
     1981.190 16       0.087 21       0.215 21         0.13 3         0.13 3    
      2742.88 12         0.0          0.120 17       0.120 17       0.120 17    
        2894.9 4         0.0            0.0            0.0            0.0       
          3100           0.0            0.0            0.0            0.0       
        3538.1 6         0.0            0.0            0.0            0.0       
        3564.8 5       0.091 21       0.050 17        -0.04 3        -0.04 3    
      3685.20 20         0.0            0.0            0.0            0.0       
        3756.2 4       0.144 21         0.0         -0.144 21      -0.144 21    
      3821.57 17         0.0            0.0            0.0            0.0       
        3862.4 5         0.0            0.0            0.0            0.0       
      3893.39 11         0.0            0.0            0.0            0.0       
      3974.10 19         0.0            0.0            0.0            0.0       
        4010.8 3         0.0            0.0            0.0            0.0       
          4100           0.0            0.0            0.0            0.0       
        4287.0 4         0.0            0.0            0.0            0.0       
          4400           0.17 4         0.0           -0.17 4        -0.17 4    
        4834.6 3         0.0            0.0            0.0            0.0       
      6107.78 10         0.0            0.90 6         0.90 6         0.90 6    
 *****************************************************************************
                       TOTAL BETA INTENSITY =          0.49 8         0.49 8    
             TOTAL UNPLACED GAMMA INTENSITY =          0.0                      
              NORMALIZATION UNCERTAINTY (%) =    .2908                          
