  41K     40K(N,G) E=THERMAL            84KR05                                   
  
         EL                IN             OUT          NET       (+NORM. UNC.)
       4745.44 8          1.5 3        1.60 16         0.0            0.0       
       4749.51 5        1.03 21        1.18 17          0.1 3          0.1 3    
     4823.325 22          2.0 4        1.46 15         -0.5 4         -0.5 4    
       4862.41 3         0.30 5         0.43 6         0.12 8         0.12 8    
       4927.83 4        1.10 16        1.67 22          0.6 3          0.6 3    
       4948.93 4         0.33 7         0.49 7        0.17 10        0.17 10    
          4983 6         0.0            0.0            0.0            0.0       
       5021.25 5         0.15 3         0.20 4         0.05 5         0.05 5    
       5096.27 6        0.74 11         0.39 7       -0.35 13       -0.35 13    
     5185.251 22        0.54 12         0.57 8         0.0            0.0       
     5298.852 22        0.94 17         0.70 9       -0.24 19       -0.24 19    
       5496.57 5        0.90 16        1.36 15        0.46 22        0.46 22    
       5548.19 4        1.08 20        1.08 13         0.0            0.0       
       5557.38 5         0.22 6         0.31 4         0.08 7         0.08 7    
       5575.22 3         0.40 9        0.56 10        0.16 13        0.16 13    
       5604.56 3         0.33 7         0.41 6         0.08 9         0.08 9    
       5610.83 3         0.29 6         0.13 3        -0.16 7        -0.16 7    
       5655.65 5        1.17 22        1.44 20          0.3 3          0.3 3    
       5659.25 5         0.46 9         0.34 6       -0.12 11       -0.12 11    
       5800.82 4         0.47 9        0.76 10        0.29 14        0.29 14    
       5826.66 4        0.69 13        0.81 10        0.12 16        0.12 16    
       5886.97 4        0.63 13         0.57 8        -0.0           -0.0       
       5912.51 5        0.74 15        1.35 12        0.61 20        0.61 20    
       5952.42 6        0.52 10         0.37 7       -0.15 12       -0.15 12    
       5968.89 6         0.33 7         0.30 6        -0.0           -0.0       
       6040.66 8        0.64 13         0.68 8         0.0            0.0       
       6070.74 4         0.37 8         0.47 7        0.10 10        0.10 10    
       6078.56 4         0.45 8         0.38 5        -0.07 9        -0.07 9    
       6185.96 4          1.4 3        1.39 16         0.0            0.0       
       6211.52 5        0.99 18        0.84 16       -0.15 24       -0.15 24    
       6229.86 7         0.28 6         0.42 7         0.14 9         0.14 9    
       6255.99 5        0.50 10         0.52 7         0.0            0.0       
       6290.04 9        0.83 13         0.71 9       -0.12 16       -0.12 16    
       6394.26 8         0.45 9         0.46 6         0.0            0.0       
       6434.51 4        0.55 11         0.67 9        0.12 14        0.12 14    
       6450.15 4         0.20 4         0.49 8         0.29 9         0.29 9    
       6497.03 8         0.20 4         0.11 3        -0.09 5        -0.09 5    
       6528.11 4        0.40 13          1.9 3          1.5 3          1.5 3    
       6769.78 7         0.43 9         0.51 9        0.08 12        0.08 12    
       6782.54 8         0.44 9          0.3 4        -0.0           -0.0       
       6791.36 4         0.32 7         0.16 4        -0.17 8        -0.17 8    
       6835.48 6        0.92 20        0.94 10         0.0            0.0       
       6995.54 8          1.2 3         0.53 7         -0.7 3         -0.7 3    
       7020.94 5        0.99 21          1.6 3          0.6 4          0.6 4    
       7035.32 7        0.75 15        0.82 10         0.0            0.0       
       7361.19 7        0.48 10          0.6 4         0.0            0.0       
       7593.05 4        0.62 14         0.29 6       -0.34 15       -0.34 15    
       7654.94 5        0.74 16        1.35 12        0.62 20        0.62 20    
       7939.01 5          1.1 3         0.64 8         -0.5 3         -0.5 3    
       8190.22 6         0.27 6         0.44 6         0.17 8         0.17 8    
       8200.12 4        0.95 21        1.10 11        0.16 23        0.16 23    
     9740.712 17         0.09 3       0.087 16         0.0            0.0       
    10095.255 15         0.0              76 3           76 3           76 3    
 *****************************************************************************
                       TOTAL BETA INTENSITY =           96 16          96 16    
             TOTAL UNPLACED GAMMA INTENSITY =        14.46 20                   
              NORMALIZATION UNCERTAINTY (%) =    .8190                          
