  41K     40K(N,G) E=THERMAL            84KR05                                   
  
         EL                IN             OUT          NET       (+NORM. UNC.)
 *****************************************************************************
             0.0          96 15         0.0            0.0            0.0       
       980.478 8          3.2 4         2.9 17         0.0            0.0       
      1293.611 5           37 3           35 7         0.0            0.0       
      1559.904 8         7.9 12         4.3 10        -3.7 16        -3.7 16    
      1582.002 7          3.8 5          3.8 9         0.0            0.0       
     1593.113 11         0.56 7        0.49 11       -0.07 13       -0.07 13    
      1677.233 7        15.3 14           16 6         0.0            0.0       
     1697.994 10          4.8 4          15 12          10 12          10 12    
      2143.811 9          3.9 5         5.4 12         1.5 13         1.5 13    
      2166.691 8        1.33 18        1.19 22         -0.1 3         -0.1 3    
      2316.620 7        11.3 17           10 3        -0.0           -0.0       
       2447.84 5         0.44 8        0.38 11        -0.0           -0.0       
      2494.902 8          3.4 3          4.0 8          0.6 8          0.6 8    
      2507.925 8          3.9 3         6.2 11         2.3 11         2.3 11    
      2527.659 8        2.37 24          2.6 8         0.0            0.0       
     2593.961 14         0.48 5         0.38 9       -0.11 11       -0.11 11    
      2712.568 7          4.9 5          4.2 9        -0.8 10        -0.8 10    
      2756.724 9          3.2 4         7.4 13         4.2 14         4.2 14    
      2761.732 8        1.55 17          2.8 9          1.3 9          1.3 9    
      2774.246 9         0.49 7        0.46 11         0.0            0.0       
       3048.20 3         0.63 9        0.46 12       -0.17 15       -0.17 15    
      3141.832 8         0.71 9        1.08 22        0.37 24        0.37 24    
      3142.430 9          3.1 4          4.2 8          1.1 9          1.1 9    
       3213.61 3          1.5 3          2.1 4          0.6 5          0.6 5    
     3235.578 12          1.9 3          2.4 4          0.4 5          0.4 5    
      3240.648 8          1.6 4        1.69 24         0.0            0.0       
      3431.847 9        0.88 15        1.61 23          0.7 3          0.7 3    
      3488.39 23         0.13 3       0.059 14        -0.07 3        -0.07 3    
       3489.35 7       0.073 15         0.31 6         0.24 6         0.24 6    
       3521.39 5         0.29 4        0.47 10        0.18 11        0.18 11    
     3534.443 10        0.64 11        0.92 18        0.27 22        0.27 22    
       3560.61 3         0.49 5          0.4 3         0.0            0.0       
     3612.757 22         0.42 5         0.33 6        -0.09 8        -0.09 8    
     3651.475 17        0.82 10        1.13 21        0.31 23        0.31 23    
       3761.53 3          1.9 4          1.9 4         0.0            0.0       
     3774.666 18        1.19 17        1.54 19        0.34 25        0.34 25    
     3826.896 10        0.91 15        0.89 13         0.0            0.0       
     3870.529 24         0.26 5         0.19 3        -0.06 6        -0.06 6    
       3990.41 3         0.50 8         0.27 6       -0.23 10       -0.23 10    
     3996.488 14         5.5 10          5.8 6         0.0            0.0       
       4026.90 5        0.85 12        0.62 14       -0.22 18       -0.22 18    
       4146.15 5        1.01 13        0.75 16       -0.26 21       -0.26 21    
     4164.568 11        1.17 21          1.3 3         0.0            0.0       
     4220.609 22        0.89 13        1.08 13        0.20 18        0.20 18    
     4228.996 21          1.3 3        1.74 22          0.4 3          0.4 3    
     4244.252 24          1.9 3          1.9 4         0.0            0.0       
       4260.51 9        1.11 19        1.04 15         0.0            0.0       
     4274.957 22          2.6 4          2.7 5         0.0            0.0       
     4302.988 21        0.68 11        0.66 10         0.0            0.0       
     4345.678 15          3.6 7          2.9 4         -0.7 8         -0.7 8    
     4459.729 19          1.6 3        1.40 18        -0.0           -0.0       
     4525.365 22         0.22 5         0.15 3        -0.07 6        -0.07 6    
     4568.744 23         0.32 7         0.49 8        0.17 10        0.17 10    
       4609.47 4          1.5 3        1.15 18         -0.4 3         -0.4 3    
     4730.689 22        0.80 12         0.50 8       -0.30 14       -0.30 14    
       4735.88 4        1.02 13        1.32 17        0.30 21        0.30 21    
