  42K     41K(N,G) E=THERMAL            85KR06                                   
  
         EL                IN             OUT          NET       (+NORM. UNC.)
 *****************************************************************************
             0.0          100 7         0.0            0.0            0.0       
       106.828 7        33.4 23           32 6         0.0            0.0       
       258.261 8          9.7 6        10.2 21         0.0            0.0       
      638.726 12         10.2 5        11.0 11         0.8 12         0.8 12    
      681.943 11         14.6 5        14.8 22         0.0            0.0       
        699.08 3        1.33 18        1.24 24         0.0            0.0       
      783.870 20        2.65 12          2.6 4         0.0            0.0       
      841.940 12         13.4 8        14.6 19         1.1 21         1.1 21    
     1110.747 17        2.54 15          3.8 5          1.3 5          1.3 5    
     1143.590 19        2.62 13          3.5 4          0.9 4          0.9 4    
     1197.900 20        2.20 11        2.23 20         0.0            0.0       
     1254.820 19        4.21 16          4.4 4          0.2 4          0.2 4    
     1266.305 18          4.6 5          5.5 6          0.8 8          0.8 8    
     1273.540 20        2.50 15          3.7 6          1.2 6          1.2 6    
      1375.96 10      0.0171 19       0.079 13       0.062 13       0.062 14    
     1377.120 20        2.93 10          3.8 5          0.9 5          0.9 5    
       1400.04 5         0.78 3         0.82          0.04 10        0.04 10    
     1407.922 19        3.37 17          3.5 4         0.0            0.0       
       1453.07 5         0.50 3         0.38 9        -0.12 *        -0.12 *    
     1463.650 20         1.37 4        1.51 19        0.14 20        0.14 20    
       1489.27 9       0.120 10        0.033 7      -0.086 12      -0.086 12    
       1513.08 4       0.257 16         0.33 4         0.07 5         0.07 5    
       1538.73 7       0.129 15         0.13 3         0.0            0.0       
       1692.00 4       0.176 11       0.166 22      -0.009 25      -0.009 25    
       1723.42 4         0.92 4        0.90 13         0.0            0.0       
       1745.61 3         0.69 4         0.76 8         0.07 9         0.07 9    
       1816.87 3         1.09 8        1.15 15        0.06 17        0.06 17    
       1842.98 3        2.66 11          3.1 3          0.4 3          0.4 3    
     1861.900 20          5.7 3          6.6 6          1.0 6          1.0 6    
     1913.480 20         0.74 6         0.72 8         0.0            0.0       
     1937.500 20        2.84 19          3.7 4          0.9 4          0.9 4    
       1987.97 3         0.44 4         0.78          0.34 11        0.34 11    
       2049.32 4         2.10          1.95 23       -0.15 25       -0.15 25    
       2072.00 4        2.92 13        3.68 25          0.8 3          0.8 3    
       2161.62 6         0.60 3         0.60 7         0.0            0.0       
       2187.20 7       0.215 15       0.189 20      -0.026 25      -0.026 25    
       2204.03 6         0.52 4         0.43 6        -0.10 7        -0.10 7    
       2238.62 5        2.59 12        2.76 25          0.2 3          0.2 3    
       2251.09 5         0.83 4        0.78 11       -0.05 12       -0.05 12    
       2366.19 5          6.7 3          6.8 4         0.0            0.0       
       2388.83 6         1.15 5        1.42 11        0.27 12        0.27 12    
       2401.82 5        4.01 18          4.9 3          0.9 4          0.9 4    
       2422.13 5         2.07          2.29 16        0.22 18        0.22 18    
       2482.16 5        2.13 10        1.52 16       -0.62 19       -0.62 19    
       2573.63 6       0.475 22         0.49 5         0.0            0.0       
       2607.02 6         0.69 3         0.41 3        -0.28 5        -0.28 5    
       2627.85 6         0.88 4          0.9 5         0.0            0.0       
       2644.31 6         0.90 5         0.84 8        -0.06 9        -0.06 9    
      2653.79 11        0.059 4       0.254 22       0.195 22         0.19 3    
       2718.12 6         1.54 7        1.60 13        0.06 15        0.06 15    
       2765.96 6        4.07 20          4.2 3          0.1 3          0.1 3    
       2862.71 7         0.57 3        1.58 14        1.01 14        1.01 16    
       2877.98 6         0.64 3         0.68 4         0.04 5         0.04 5    
       2917.02 8       0.307 15       0.253 22        -0.05 3        -0.05 3    
       2926.09 6         0.61 3         0.47 4        -0.14 5        -0.14 5    
       2938.59 7         0.61 3         0.53 7        -0.07 8        -0.07 8    
       3008.35 7         0.85 4         0.80 5        -0.05 6        -0.05 6    
       3014.46 7         0.61 3         0.72 5         0.11 6         0.11 6    
       3021.10 7         1.22 6         0.90 7        -0.32 9        -0.32 9    
       3040.15 8       0.413 21         0.41 3         0.0            0.0       
       3195.82 7         0.79 4         0.80 4         0.0            0.0       
       3210.64 7       0.437 22       0.292 17        -0.15 3        -0.15 3    
       3233.92 7         0.75 5         0.59 4        -0.16 6        -0.16 6    
       3284.40 7         0.90 4         1.10 6         0.19 8         0.19 8    
       3287.19 7       0.261 18         0.64 3         0.38 4         0.38 4    
       3295.32 9       0.253 12        0.124        -0.128 16      -0.128 16    
       3304.34 9       0.295 14         0.27 3        -0.03 3        -0.03 3    
       3323.74 8       0.215 11       0.304 14       0.089 18       0.089 19    
       3367.34 8       0.401 21       0.316 23        -0.08 3        -0.08 3    
       3418.45 8         1.71 8         1.60 8       -0.11 11       -0.11 11    
       3421.28 8         0.68 3         0.73 5         0.06 6         0.06 6    
       3502.90 8         0.45 3         0.57 4         0.12 5         0.12 5    
      3528.95 17        0.099 6       0.269 23       0.170 23         0.17 3    
       3621.24 9       0.403 19         0.29 3        -0.12 4        -0.12 4    
       3658.59 8         0.93 7         0.97 5         0.04 8         0.04 8    
       3674.15 8         0.55 3         0.54 4         0.0            0.0       
      3696.44 10         0.91 5       0.713 25        -0.20 5        -0.20 5    
      3770.64 10        0.097 5        0.155         0.058 11       0.058 12    
       3794.64 9         0.73 4         0.69 5        -0.04 7        -0.04 7    
      3798.15 10       0.191 10       0.185 13      -0.006 17      -0.006 17    
      3831.71 10        0.111 6       0.123 10       0.011 12       0.011 12    
       3861.99 9         0.82 4         0.67 5        -0.15 6        -0.15 6    
       3876.98 8         0.69 4         0.82 4         0.13 5         0.13 5    
      3888.34 10       0.143 11         0.23 3         0.08 3         0.08 3    
       3890.13 9         0.47 3       0.272 19        -0.20 4        -0.20 4    
      3934.64 10       0.322 16         0.29 5        -0.03 5        -0.03 5    
       4013.92 9         1.37 7         1.28 5        -0.10 8        -0.10 8    
      4036.93 11       0.498 24         0.40 4        -0.10 4        -0.10 4    
       4039.95 8       0.292 23         0.36 3         0.06 4         0.06 4    
       4053.90 9       0.295 15       0.250 17      -0.046 23      -0.046 23    
      4103.77 10       0.316 19         0.20 3        -0.12 3        -0.12 3    
        4105.3 4       0.220 13       0.238 12       0.018 18       0.018 18    
       4128.34 9         1.97           1.93 6         0.0            0.0       
       4152.39 9         0.62 3       0.584 23        -0.04 4        -0.04 4    
      4155.67 11       0.204 11       0.256 15       0.051 19       0.051 19    
      4179.44 10        0.158 9       0.096 10      -0.062 13      -0.062 13    
      4259.12 10        0.114 7       0.220 12       0.106 13       0.106 16    
      4389.78 15       0.268 13       0.184 11      -0.084 17      -0.084 17    
       4416.61 9         1.20 6         1.04 4        -0.15 7        -0.15 7    
       4428.25 9         0.82 4         0.75 4        -0.07 6        -0.07 6    
      4443.15 10       0.202 11       0.211 20       0.009 23       0.009 23    
      4481.05 10         0.76 4         0.55 3        -0.21 5        -0.21 5    
      4556.67 10         0.51 5         0.49 3        -0.02 6        -0.02 6    
      4576.26 10         0.34 3       0.413 17         0.07 4         0.07 4    
      4590.59 10         0.41 4         0.68 3         0.27 5         0.27 5    
      4612.78 11         0.23 7       0.389 22         0.15 7         0.15 7    
      4660.73 13       0.221 23       0.186 12        -0.04 3        -0.04 3    
      4715.41 17        0.093          0.113 9       0.020 13       0.020 13    
      4748.54 13       0.108 11       0.264 17       0.156 21       0.156 24    
      4778.04 12       0.146 15       0.268 18       0.122 23       0.122 25    
      4806.84 10        1.05 10         0.85 4       -0.21 11       -0.21 11    
      4853.60 10         0.59 6       0.340 18        -0.25 6        -0.25 6    
          4900         0.122 12       0.360 19       0.238 22         0.24 3    
          4900         0.119 13       0.223 18       0.104 22       0.104 23    
          4900         0.123 14       0.248 12       0.125 19       0.125 21    
          4900         0.187 19       0.199 24         0.01 3         0.01 3    
          5000           0.11 4        0.103 5         0.0            0.0       
          5000           0.32 3       0.302 25        -0.01 4        -0.01 4    
          5100           0.29 3       0.421 13         0.13 3         0.13 3    
          5100         0.216 25        0.179 8        -0.04 3        -0.04 3    
          5100           0.31 3       0.318 18         0.0            0.0       
          5200         0.125 13       0.113 14      -0.012 19      -0.012 19    
          5200           0.44 5       0.236 11        -0.21 5        -0.21 5    
          5300           0.17 3       0.248 12         0.07 3         0.07 3    
          5500          0.060 9        0.055 5       -0.005 *       -0.005 *    
          5600          0.048 8        0.072 7       0.024 10       0.024 11    
          5700         0.131 20       0.234 10       0.103 22       0.103 24    
          5700           0.32 5       0.212 16        -0.11 5        -0.11 5    
          5800         0.147 23       0.261 16         0.11 3         0.11 3    
          5800         0.139 21       0.157 22         0.02 3         0.02 3    
          5800          0.040 7        0.068 7        0.028 9        0.028 *    
          6000           0.29 4       0.334 20         0.05 5         0.05 5    
          6000         0.113 17       0.238 15       0.124 23       0.124 25    
      7533.77 15         0.0            89.0 7         89.0 7           89 7    
 *****************************************************************************
                       TOTAL BETA INTENSITY =           100 8         100 11    
             TOTAL UNPLACED GAMMA INTENSITY =         8.17 11                   
              NORMALIZATION UNCERTAINTY (%) =   7.3684                          
