  42K     41K(N,G) E=THERMAL                                                     
  
         EL                IN             OUT          NET       (+NORM. UNC.)
 *****************************************************************************
             0.0       1.386 25         0.0            0.0            0.0       
       106.828 7       0.426 14        0.475 9       0.050 16       0.050 16    
       258.261 8        0.068 5        0.131 3        0.062 6        0.062 6    
      638.726 12       0.073 18        0.140 8       0.067 19       0.067 19    
      681.943 11       0.262 15        0.221 7      -0.040 16      -0.040 16    
        699.08 3       0.086 18      0.0155 25      -0.071 18      -0.071 18    
      783.870 20        0.019 5         0.0          -0.019 5       -0.019 5    
      841.940 12       0.164 11        0.229 7       0.064 14       0.064 14    
     1110.747 17       0.337 15        0.033 3      -0.304 15      -0.304 15    
     1143.590 19        0.010 6        0.042 5        0.031 8        0.031 8    
     1197.900 20        0.036 9         0.0          -0.036 9       -0.036 9    
     1254.820 19        0.104 5        0.018 3       -0.086 6       -0.086 6    
     1266.305 18       0.077 11         0.0         -0.077 11      -0.077 11    
     1273.540 20         0.0           0.036 3        0.036 3        0.036 3    
      1375.96 10         0.0            0.0            0.0            0.0       
     1377.120 20        0.037 6         0.0          -0.037 6       -0.037 6    
       1400.04 5         0.0            0.0            0.0            0.0       
     1407.922 19      0.0091 24        0.031 9        0.022 9        0.022 9    
       1453.07 5       0.103 24        0.086 3      -0.016 24      -0.016 24    
     1463.650 20         0.0            0.0            0.0            0.0       
       1489.27 9         0.0            0.0            0.0            0.0       
       1513.08 4         0.0           0.016 3        0.016 3        0.016 3    
       1538.73 7         0.0            0.0            0.0            0.0       
       1692.00 4         0.0            0.0            0.0            0.0       
       1723.42 4         0.0            0.0            0.0            0.0       
       1745.61 3         0.0            0.0            0.0            0.0       
       1816.87 3        0.028 5         0.0          -0.028 5       -0.028 5    
       1842.98 3         0.0           0.022 3        0.022 3        0.022 3    
     1861.900 20        0.056 9       0.088 11       0.032 14       0.032 14    
     1913.480 20        0.025 6         0.0          -0.025 6       -0.025 6    
     1937.500 20         0.0           0.028 6        0.028 6        0.028 6    
       1987.97 3         0.0            0.0            0.0            0.0       
       2049.32 4         0.0            0.0            0.0            0.0       
       2072.00 4       0.101 12         0.0         -0.101 12      -0.101 12    
       2161.62 6         0.0            0.0            0.0            0.0       
       2187.20 7         0.0            0.0            0.0            0.0       
       2204.03 6         0.0            0.0            0.0            0.0       
       2238.62 5        0.046 9        0.011 3       -0.035 9       -0.035 9    
       2251.09 5         0.0            0.0            0.0            0.0       
       2366.19 5       0.101 10         0.0         -0.101 10      -0.101 10    
       2388.83 6         0.0            0.0            0.0            0.0       
