  68ZN    67ZN(N,G) E=THERMAL                                                    
  
         EL                IN             OUT          NET       (+NORM. UNC.)
 *****************************************************************************
             0.0       10.70 14         0.0            0.0            0.0       
     1077.342 17        6.24 11        8.69 12        2.44 16        2.44 17    
      1657.13 16       0.073 15       0.359 19       0.285 24       0.285 25    
       1883.14 4         1.46 4         1.77 5         0.31 7         0.31 7    
       2338.51 3       0.144 19         1.06 3         0.91 3         0.91 4    
       2417.51 3         0.48 4         1.05 3         0.58 5         0.58 5    
       2750.84 5       0.110 16         0.68 3         0.57 3         0.57 4    
       2821.84 6         0.0          0.349 20       0.349 20       0.349 21    
      2959.41 15         0.0            0.0            0.0            0.0       
       3009.25 4         0.40 4       0.659 21         0.26 5         0.26 5    
       3184.04 7         0.0            0.42 3         0.42 3         0.42 3    
      3281.58 14         0.0            0.0            0.0            0.0       
       3287.43 8         0.47 3         0.87 4         0.40 5         0.40 5    
      3425.06 23         0.0            0.18 3         0.18 3         0.18 3    
       3429.57 9         0.25 3         0.43 3         0.19 5         0.19 5    
      3458.88 20         0.0          0.061 10       0.061 10       0.061 10    
      3495.96 11         0.16 3       0.227 20         0.07 3         0.07 3    
      3587.15 19         0.0            0.0            0.0            0.0       
       3630.31 8         0.0          0.122 12       0.122 12       0.122 13    
      3664.64 24         0.0            0.0            0.0            0.0       
        3727.2 3         0.0            0.14 3         0.14 3         0.14 3    
        3776.2 3         0.06 4       0.149 22         0.09 5         0.09 5    
      3849.20 24         0.0          0.093 19       0.093 19       0.093 19    
      3895.85 14       0.039 17       0.073 12       0.034 21       0.034 21    
      3911.12 21         0.0          0.095 17       0.095 17       0.095 17    
      3935.62 15       0.188 24       0.188 23         0.0            0.0       
        4027.5 3         0.0            0.0            0.0            0.0       
        4140.3 6         0.0          0.054 20       0.054 20       0.054 20    
        4215.2 5         0.0          0.061 20       0.061 20       0.061 20    
        4283.6 6         0.0          0.090 24       0.090 24       0.090 25    
        4408.7 3         0.0          0.185 24       0.185 24       0.185 25    
      4511.71 24       0.105 24       0.073 17        -0.03 3        -0.03 3    
        4520.5 4         0.0            0.0            0.0            0.0       
      4535.61 22         0.0          0.122 15       0.122 15       0.122 15    
        4723.8 4         0.0            0.0            0.0            0.0       
        4733.0 4         0.0            0.0            0.0            0.0       
        4851.4 3         0.0            0.0            0.0            0.0       
        4857.9 5         0.0            0.0            0.0            0.0       
        4910.3 5         0.0          0.107 22       0.107 22       0.107 22    
      4952.16 18         0.26 3       0.085 17        -0.18 4        -0.18 4    
        4962.4 4         0.0          0.049 20       0.049 20       0.049 20    
        4991.6 5         0.0            0.0            0.0            0.0       
        5187.7 3         0.14 3         0.0           -0.14 3        -0.14 3    
      5283.79 24         0.06 3         0.0           -0.06 3        -0.06 3    
      5298.40 24         0.10 3         0.0           -0.10 3        -0.10 3    
        5306.8 5         0.0            0.0            0.0            0.0       
        5401.8 4       0.059 22         0.10 3         0.04 4         0.04 4    
        5404.1 8         0.0          0.105 24       0.105 24       0.105 25    
        5415.1 4         0.10 3         0.0           -0.10 3        -0.10 3    
        5565.2 4         0.0            0.0            0.0            0.0       
        5693.4 5         0.0            0.0            0.0            0.0       
      10198.19 9         0.0           2.90 11        2.90 11        2.90 13    
 *****************************************************************************
                       TOTAL BETA INTENSITY =        10.70 22         10.7 3    
             TOTAL UNPLACED GAMMA INTENSITY =          0.0                      
              NORMALIZATION UNCERTAINTY (%) =   2.4590                          
