  49TI    48TI(N,G) E=THERMAL                                                    
  
         EL                IN             OUT          NET       (+NORM. UNC.)
 *****************************************************************************
             0.0        8.29 16         0.0            0.0            0.0       
      1381.767 4        7.07 13        7.02 16         0.0            0.0       
      1585.966 4       0.832 12       0.846 11       0.014 16       0.014 16    
        1622.1 4       0.0047 4      0.0057 12      0.0009 13      0.0009 13    
      1723.473 5         2.82 8         2.57 3        -0.25 9        -0.25 9    
      1762.011 6        0.418 7        0.421 5        0.004 9        0.004 9    
      2260.60 24      0.0226 20       0.0079 8     -0.0148 22     -0.0148 22    
        2317.0 4         0.0            0.0            0.0            0.0       
        2469.1 3         0.0            0.0            0.0            0.0       
       2504.44 3        0.060 3      0.0644 16        0.004 3        0.004 3    
      2513.44 15         0.0            0.0            0.0            0.0       
       2664.35 4      0.0183 18       0.0099 8     -0.0084 19     -0.0084 19    
       2721.27 6         0.0         0.0161 11      0.0161 11      0.0161 11    
       3038.72 8       0.0110           0.0         -0.0110 *      -0.0110 *    
      3175.286 7        0.281 7        0.298 4        0.017 8        0.017 8    
      3260.703 8        0.443          0.443 7         0.0            0.0       
       3428.29 3        0.090 3      0.1007 24        0.011 4        0.011 4    
       3469.00 4        0.057 3      0.0546 16       -0.002 3       -0.002 3    
      3618.45 13         0.0            0.0            0.0            0.0       
       3787.69 4      0.0342 25      0.0240 14       -0.010 3       -0.010 3    
       3855.01 7      0.0119 12       0.0095       -0.0024 16     -0.0024 16    
      4074.12 22         0.0            0.0            0.0            0.0       
     4221.808 23        0.114 3      0.0919 25       -0.022 4       -0.022 4    
        4408.9 9         0.0            0.0            0.0            0.0       
       4433.28 4      0.0500 23      0.0220 18       -0.028 3       -0.028 3    
       4588.28 3      0.0623 23        0.061 3         0.0            0.0       
     4666.670 22        0.138 3        0.096 3       -0.042 4       -0.042 4    
      4811.02 10         0.0         0.0159 15      0.0159 15      0.0159 15    
       4910.85 5      0.0351 19      0.0184 19       -0.017 3       -0.017 3    
     5115.565 21        0.196 4        0.182 4       -0.014 6       -0.014 6    
       5151.05 9      0.0182 18      0.0051 11     -0.0130 21     -0.0130 21    
        5305.5 7         0.0         0.0226 20      0.0226 20      0.0226 20    
      5412.09 10      0.0148 14         0.0        -0.0148 14     -0.0148 14    
      5795.62 18      0.0106 12      0.0038 11     -0.0068 16     -0.0068 16    
      8142.405 9         0.0           8.69 15        8.69 15        8.69 15    
 *****************************************************************************
                       TOTAL BETA INTENSITY =         8.29 22        8.29 22    
             TOTAL UNPLACED GAMMA INTENSITY =          0.0                      
              NORMALIZATION UNCERTAINTY (%) =    .1328                          
