  50TI    49TI(N,G) E=THERMAL                                                    
  
         EL                IN             OUT          NET       (+NORM. UNC.)
 *****************************************************************************
             0.0         1.74 4         0.0            0.0            0.0       
      1553.811 6         1.68 4         1.74 4         0.06 5         0.06 5    
      2674.955 8         0.88 3       1.170 25         0.29 4         0.29 4    
     3198.719 13         0.0           0.055 7        0.055 7        0.055 7    
       3862.82 4         0.0           0.036 9        0.036 9        0.036 9    
     4147.233 10       0.144 16       0.193 16       0.049 23       0.049 23    
     4172.025 18         0.47 6       0.322 22        -0.15 6        -0.15 6    
      4309.88 11         0.0            0.0            0.0            0.0       
       4410.04 3         0.0          0.045 13       0.045 13       0.045 13    
       4486.76 5         0.0            0.0            0.0            0.0       
       4789.99 6         0.13 3         0.0           -0.13 3        -0.13 3    
     4880.728 13         0.23 4       0.264 16         0.04 4         0.04 4    
     5186.125 16         0.0          0.089 11       0.089 11       0.089 11    
     5379.965 18       0.138 22         0.0         -0.138 22      -0.138 22    
       5547.82 3         0.0            0.0            0.0            0.0       
       5694.89 8         0.0            0.0            0.0            0.0       
      5806.56 15         0.0          0.060 11       0.060 11       0.060 11    
     5946.501 21         0.0            0.19 4         0.19 4         0.19 4    
       6123.17 3         0.0            0.0            0.0            0.0       
      6156.49 21         0.0            0.0            0.0            0.0       
       6301.81 3         0.0            0.0            0.0            0.0       
      6379.90 14         0.0            0.0            0.0            0.0       
      6399.83 15         0.0            0.0            0.0            0.0       
       6521.43 4         0.0            0.0            0.0            0.0       
     6710.591 23       0.060 16         0.0         -0.060 16      -0.060 16    
       6729.88 5         0.0            0.0            0.0            0.0       
       6837.66 6         0.0            0.0            0.0            0.0       
       6849.07 8         0.0            0.0            0.0            0.0       
      7029.41 25         0.0            0.0            0.0            0.0       
      7078.74 23       0.045 13         0.0         -0.045 13      -0.045 13    
      7232.21 22         0.0            0.0            0.0            0.0       
       7482.98 6         0.0            0.0            0.0            0.0       
    10939.205 14         0.0            1.35 8         1.35 8         1.35 8    
 *****************************************************************************
                       TOTAL BETA INTENSITY =         1.74 10        1.74 11    
             TOTAL UNPLACED GAMMA INTENSITY =          0.0                      
              NORMALIZATION UNCERTAINTY (%) =   1.6484                          
