  64CU    63CU(N,G) E=THERMAL                                                    
  
         EL                IN             OUT          NET       (+NORM. UNC.)
 *****************************************************************************
             0.0         4.67 3         0.0            0.0            0.0       
      159.224 15        0.867         0.938 12       0.071 15       0.071 15    
      278.161 15       1.071 14       1.291 17       0.220 22       0.220 22    
      343.791 16        0.193 5        0.326 5        0.134 7        0.134 7    
      362.171 20        0.178 3        0.285 4        0.107 5        0.107 5    
      574.508 25      0.0568 18      0.0522 10     -0.0046 21     -0.0046 21    
      608.468 17        0.388 9        0.497 7       0.109 12       0.109 12    
      662.572 19        0.192 8        0.302 8       0.110 11       0.110 11    
      738.690 21        0.112 6      0.2050 25        0.093 7        0.093 7    
        745.93 3        0.086 3      0.0973 19        0.011 4        0.011 4    
        878.09 3        0.081 3      0.0807 19         0.0            0.0       
      895.349 24      0.0226 13       0.0555 9      0.0330 16      0.0330 16    
      926.745 22        0.144 5        0.206 5        0.062 7        0.062 7    
     1240.590 24        0.077 4      0.0807 15        0.003 4        0.003 4    
       1242.19 6      0.0123 13         0.0        -0.0123 13     -0.0123 13    
       1286.84 9         0.0          0.0077 6       0.0077 6       0.0077 6    
       1297.61 4        0.061 4      0.0447 16       -0.017 5       -0.017 5    
       1320.05 4        0.037 5      0.0315 12       -0.006 5       -0.006 5    
       1354.29 4       0.0074        0.0453 17      0.0380 20      0.0380 20    
       1363.23 7      0.0117 12         0.0        -0.0117 12     -0.0117 12    
       1438.46 4        0.035 3      0.0437 17        0.008 3        0.008 3    
      1461.41 12       0.0030 9         0.0         -0.0030 9      -0.0030 9    
       1498.97 7       0.0049 9      0.0315 17      0.0266 19      0.0266 19    
       1520.69 4        0.052 4      0.0606 21        0.009 5        0.009 5    
      1549.98 12         0.0          0.0035 4       0.0035 4       0.0035 4    
       1594.22 3      0.0121 17         0.0        -0.0121 17     -0.0121 17    
       1593.87 4       0.0074 9      0.0415 15      0.0341 18      0.0341 18    
       1607.18 8      0.0155 17       0.0025 6     -0.0130 18     -0.0130 18    
       1682.72 5      0.0120 17      0.0220 10      0.0100 20      0.0100 20    
       1700.42 4      0.0145 12      0.0386 12      0.0241 17      0.0241 17    
      1739.58 14         0.0          0.0061 9       0.0061 9       0.0061 9    
       1742.45 6      0.0074 20      0.0290 13      0.0217 24      0.0217 24    
      1749.03 20      0.0194 19         0.0        -0.0194 19     -0.0194 19    
      1769.54 10       0.0114 9       0.0038 4      -0.0076 9      -0.0076 9    
      1779.35 11      0.0077 16      0.0132 11      0.0055 20      0.0055 20    
       1852.31 5      0.0280 20      0.0267 13     -0.0013 24     -0.0013 24    
      1899.99 14         0.0         0.0103 10      0.0103 10      0.0103 10    
       1904.50 4        0.074 4      0.0455 16       -0.028 4       -0.028 4    
      1976.33 18         0.0            0.0            0.0            0.0       
      2049.93 17         0.0          0.0029 7       0.0029 7       0.0029 7    
      2074.99 12       0.0098 4       0.0062 9      -0.0036 *      -0.0036 *    
      2092.47 15       0.0029 4       0.0056 9       0.0027 *       0.0027 *    
       2144.00 8      0.0189 19      0.0160 12     -0.0029 22     -0.0029 22    
       2253.79 8       0.0162 6         0.0         -0.0162 6      -0.0162 6    
      2266.53 13      0.0117 10      0.0100 10     -0.0017 15     -0.0017 15    
       2273.77 9       0.0042 9       0.0072 7      0.0030 11      0.0030 11    
       2279.75 5      0.0224 20         0.0        -0.0224 20     -0.0224 20    
       2300.45 9      0.0215 20       0.0126 9     -0.0090 22     -0.0090 22    
      2316.71 19      0.0049 13       0.0067 9      0.0017 16      0.0017 16    
      2324.59 11      0.0124 12         0.0        -0.0124 12     -0.0124 12    
      2353.76 10      0.0500 19       0.0020 6     -0.0480 20     -0.0480 20    
      2360.47 10      0.0116 16         0.0        -0.0116 16     -0.0116 16    
      2375.71 10       0.0211 9       0.0035 3      -0.0176 9      -0.0176 9    
        2387.8 3      0.0048 10       0.0014 6     -0.0033 12     -0.0033 12    
       2456.69 8         0.0            0.0            0.0            0.0       
      2464.82 22      0.0062 12       0.0056 9     -0.0006 14     -0.0006 14    
      2493.43 16       0.0134 7      0.0053 10     -0.0081 12     -0.0081 12    
       2497.27 6        0.089 3      0.0298 14       -0.059 4       -0.059 4    
      2507.42 16      0.0166 16       0.0029 9     -0.0137 18     -0.0137 18    
      2533.17 15         0.0          0.0056 7       0.0056 7       0.0056 7    
        2596.0 4         0.0          0.0020 9       0.0020 9       0.0020 9    
      2635.47 10      0.0119 16         0.0        -0.0119 16     -0.0119 16    
      2647.91 11         0.0            0.0            0.0            0.0       
       2656.78 6        0.044 3      0.0532 21        0.009 4        0.009 4    
      2694.50 19         0.0          0.0045 6       0.0045 6       0.0045 6    
       2717.82 8       0.0051 7         0.0         -0.0051 7      -0.0051 7    
       2725.63 9      0.0278 19      0.0097 12     -0.0181 23     -0.0181 23    
       2732.29 9      0.0286 17      0.0158 14     -0.0129 22     -0.0129 22    
      2763.83 12      0.0124 12      0.0145 11      0.0020 16      0.0020 16    
      2775.76 12         0.0         0.0103 11      0.0103 11      0.0103 11    
      2830.49 11      0.0143 13      0.0117 13     -0.0026 19     -0.0026 19    
      2891.60 14         0.0          0.0082 6       0.0082 6       0.0082 6    
      2896.97 12      0.0150 19       0.0143       -0.0007 21     -0.0007 21    
      2932.28 10      0.0304 16      0.0155 17     -0.0149 23     -0.0149 23    
      3012.49 11         0.0          0.0087 7       0.0087 7       0.0087 7    
      3033.76 12         0.0            0.0            0.0            0.0       
      3052.47 15         0.0          0.0104 9       0.0104 9       0.0104 9    
       3080.10 8       0.0040 7       0.0071 6       0.0030 9       0.0030 9    
       3111.83 8      0.0052 12         0.0        -0.0052 12     -0.0052 12    
      3125.51 19      0.0036 10         0.0        -0.0036 10     -0.0036 10    
       3190.69 8       0.0071 7       0.0162 6       0.0091 9       0.0091 9    
      3206.43 10         0.0         0.0269 12      0.0269 12      0.0269 12    
       3257.34 7      0.0337 16      0.0182 13     -0.0155 21     -0.0155 21    
