  70GA    69GA(N,G) E=THERMAL                                                    
  
         EL                IN             OUT          NET       (+NORM. UNC.)
 *****************************************************************************
             0.0       1.753 16         0.0            0.0            0.0       
      508.193 25        0.156 9       0.581 10       0.425 13       0.425 13    
        651.06 3        0.065 4        0.172 4        0.107 5        0.107 5    
      691.007 23        0.291 4        0.507 7        0.216 8        0.216 8    
        878.80 4      0.0504 17        0.180 4        0.129 4        0.129 4    
        901.50 4       0.0057 7        0.039 5        0.033 5        0.033 5    
        995.75 4       0.0033 7      0.0404 18      0.0371 19      0.0371 19    
       1009.97 3         0.0           0.123 3        0.123 3        0.123 3    
       1015.00 7         0.0         0.0208 15      0.0208 15      0.0208 15    
       1024.76 4      0.0072 10        0.020 7        0.013 7        0.013 7    
       1140.45 3        0.054 3        0.101 3        0.047 4        0.047 4    
       1203.41 6      0.0052 12      0.0476 23        0.042 3        0.042 3    
       1253.10 4         0.0         0.0634 17      0.0634 17      0.0634 17    
      1306.77 11      0.0233 25        0.023 3         0.0            0.0       
       1311.90 6         0.0         0.0431 20      0.0431 20      0.0431 20    
       1359.53 6      0.0058 15      0.0458 24        0.040 3        0.040 3    
       1413.16 7      0.0111 17      0.0248 17      0.0136 24      0.0136 24    
       1456.24 5         0.0         0.0404 24      0.0404 24      0.0404 24    
       1518.32 8      0.0096 23        0.048 3        0.039 4        0.039 4    
      1553.10 15         0.0         0.0178 18      0.0178 18      0.0178 18    
      1621.57 12         0.0         0.0160 17      0.0160 17      0.0160 17    
       1725.50 8         0.0         0.0180 12      0.0180 12      0.0180 12    
      1794.17 13         0.0         0.0146 15      0.0146 15      0.0146 15    
        1824.5 5      0.0038 15      0.0032 17         0.0            0.0       
      1846.76 22      0.0253 25      0.0088 17       -0.016 3       -0.016 3    
        1868.4 3      0.0190 22        0.010 3       -0.009 4       -0.009 4    
      1907.62 13      0.0075 25      0.0148 18        0.007 3        0.007 3    
      1930.51 22        0.011 4      0.0096 18         0.0            0.0       
      2116.01 17         0.0         0.0110 13      0.0110 13      0.0110 13    
      2142.97 13      0.0078 15      0.0141 15      0.0063 21      0.0063 21    
      2165.05 18        0.049 3      0.0093 22       -0.040 4       -0.040 4    
      2319.39 19        0.045 3         0.0          -0.045 3       -0.045 3    
        2408.9 3         0.0         0.0053 13      0.0053 13      0.0053 13    
        2464.7 7        0.012 3         0.0          -0.012 3       -0.012 3    
        2520.7 5      0.0085 18         0.0        -0.0085 18     -0.0085 18    
        2625.8 3      0.0100 24      0.0052 17       -0.005 3       -0.005 3    
      2700.82 24      0.0158 22      0.0057 15       -0.010 3       -0.010 3    
       7653.65 8         0.0          0.373 11       0.373 11       0.373 11    
 *****************************************************************************
                       TOTAL BETA INTENSITY =        1.753 22       1.753 22    
             TOTAL UNPLACED GAMMA INTENSITY =          0.0                      
              NORMALIZATION UNCERTAINTY (%) =    .0150                          
