  34S     33S(N,G) E=THERMAL            85RA15                                   
  
         EL                IN             OUT          NET       (+NORM. UNC.)
 *****************************************************************************
             0.0          100 7         0.0            0.0            0.0       
     2127.564 13        64.3 25           70 6            6 7            6 7    
     3304.212 13        31.6 12        30.4 20        -1.3 23        -1.3 23    
     3916.410 20        13.8 13        17.5 18         3.7 22         3.7 22    
     4074.667 14         12.3 4         13.9 9          1.6 9          1.6 9    
     4114.810 20        1.83 10        3.32 25          1.5 3          1.5 3    
     4624.404 16         10.2 6         11.8 9         1.6 11         1.6 11    
       4688.98 5         1.11 7         0.79 9       -0.32 11       -0.32 11    
     4876.840 20        2.81 14        2.77 20         0.0            0.0       
     4889.760 20        1.38 13        1.80 10        0.42 17        0.42 17    
     5228.180 20        2.09 20        2.29 20          0.2 3          0.2 3    
       5322.51 3         1.68 9        1.78 18        0.10 20        0.10 20    
       5380.99 4        1.13 11        1.74 11        0.61 15        0.61 16    
     5679.927 17          9.9 9         11.6 6         1.7 10         1.7 10    
     5755.880 20          4.4 4          5.2 4          0.7 5          0.7 6    
       5847.53 3        1.49 13        2.84 21        1.35 25          1.4 3    
       5998.10 8        0.051 9         0.41 4         0.36 4         0.36 4    
      6121.48 12         0.35 3         0.24 3        -0.11 5        -0.11 5    
       6168.86 3        2.69 24        3.33 25          0.6 4          0.6 4    
      6251.22 19         0.0            0.26 5         0.26 5         0.26 5    
       6251.68 9        0.46 24       0.059 17       -0.40 24       -0.40 24    
      6342.49 10         0.29 3         0.38 4         0.09 5         0.09 5    
      6421.42 12         0.0            0.73 6         0.73 6         0.73 7    
       6428.12 8       0.187 25       0.176 16        -0.01 3        -0.01 3    
     6478.770 20          4.9 5          4.8 3         0.0            0.0       
       6685.33 3         0.35 4       0.235 22        -0.11 4        -0.11 4    
      6828.82 18       0.135 22         0.20 5         0.07 6         0.07 6    
       6847.91 7         0.29 4         0.37 3         0.08 5         0.08 5    
       6954.22 3        1.74 18        1.82 10        0.08 20        0.08 20    
       7110.45 4        2.29 18        1.58 12       -0.71 22       -0.71 22    
      7164.46 17         0.27 3         0.18 3        -0.09 4        -0.09 4    
       7219.28 7         0.67 9         0.74 6        0.07 11        0.07 11    
      7248.05 11       0.194 24         0.40 3         0.20 4         0.20 4    
      7367.42 10         0.38 4         0.36 5        -0.02 6        -0.02 6    
      7467.72 10         0.47 5         0.41 4        -0.06 6        -0.06 6    
       7552.69 8         0.37 4         0.56 5         0.19 6         0.19 6    
     7629.910 20          5.9 6          5.5 4         -0.3 7         -0.3 7    
      7730.79 15       0.095 24         0.25 3         0.16 4         0.16 4    
       7781.22 6        1.18 13        0.92 11       -0.26 17       -0.26 17    
      7974.42 16         0.22 4       0.172 23        -0.05 4        -0.05 4    
      8036.30 14         0.0           0.077          0.077 *       0.077 11    
       8138.10 8         0.78 9         0.52 4        -0.26 *        -0.26 *    
        8175.1 5       0.079 15       0.101 21         0.02 3         0.02 3    
      8185.46 13         0.26 3       0.141 15        -0.11 3        -0.11 3    
       8205.40 8         0.52 5         0.34 3        -0.18 6        -0.18 6    
       8294.39 9         0.59 9         0.46 5        -0.14 *        -0.14 *    
       8385.40 6        1.07 13         0.75 7       -0.32 15       -0.32 15    
       8506.77 4        2.20 22        1.82 13         -0.4 3         -0.4 3    
       8615.74 4        2.26 22          2.1 3         -0.1 3         -0.1 3    
      8702.35 13        0.62 11         0.47 5       -0.15 12       -0.15 12    
       8727.63 8         0.55 6         0.68 6         0.13 8         0.13 9    
       8805.66 3         0.26 7       0.165 23        -0.10 7        -0.10 7    
       8874.02 8        2.15 20         0.84 7       -1.32 21       -1.32 21    
       9026.31 6         0.32 3         0.28 3        -0.04 4        -0.04 4    
       9158.71 3         0.81 9         0.52 6       -0.30 11       -0.30 11    
       9208.04 6       0.215 20         0.40 3         0.19 4         0.19 4    
       9546.09 7         0.45 5       0.227 21        -0.22 5        -0.22 5    
       9598.41 8       0.084 13       0.197 23         0.11 3         0.11 3    
       9665.74 4         0.32 3         0.28 4        -0.04 5        -0.04 5    
      9801.88 10         0.50 6       0.218 22        -0.28 6        -0.28 6    
       9836.70 6       0.145 15       0.136 25         0.0            0.0       
      9933.35 13       0.073 11       0.123 17       0.050 20       0.050 20    
      10092.21 5       0.101 16         0.17 3         0.07 3         0.07 3    
      10179.59 6       0.114 13       0.108 19         0.0            0.0       
      10212.15 5       0.134 13       0.154 22       0.020 25         0.02 3    
      10311.53 3         0.33 3         0.41 4         0.08 5         0.08 5    
    10650.110 20        0.022 4         0.15 3         0.13 3         0.13 3    
     10840.62 15        0.032 5       0.068 12       0.035 13       0.035 13    
     11024.94 11        0.027 4         0.15 3         0.12 3         0.12 3    
      11416.94 5         0.0           84.8 20        84.8 20           85 6    
 *****************************************************************************
                       TOTAL BETA INTENSITY =           100 7         100 10    
             TOTAL UNPLACED GAMMA INTENSITY =         3.15 11                   
              NORMALIZATION UNCERTAINTY (%) =   6.8182                          
