  34S     33S(N,G) E=THERMAL            85RA15                                   
  
         EL                IN             OUT          NET       (+NORM. UNC.)
 *****************************************************************************
             0.0       0.461 15         0.0            0.0            0.0       
     2127.562 12        0.295 8       0.325 13       0.030 16       0.030 16    
     3304.215 12        0.144 5        0.143 7         0.0            0.0       
     3916.408 20        0.064 7        0.074 5        0.010 9        0.010 9    
     4074.668 13      0.0570 24        0.064 5        0.007 6        0.007 6    
     4114.813 16       0.0085 5      0.0153 15      0.0068 16      0.0068 16    
     4624.403 15        0.047 3        0.053 3        0.006 4        0.006 4    
       4689.01 4       0.0051 4       0.0037 5      -0.0014 6      -0.0014 6    
     4876.834 25       0.0103 8      0.0128 12      0.0025 14      0.0025 14    
     4889.758 21       0.0065 8       0.0084 6      0.0019 10      0.0019 10    
     5228.176 22      0.0096 12      0.0106 12      0.0010 17      0.0010 17    
       5322.54 4       0.0077 5      0.0082 11         0.0            0.0       
       5380.97 3       0.0053 7       0.0080 6       0.0028 9       0.0028 9    
     5679.925 19        0.046 5        0.054 4        0.008 7        0.008 7    
     5755.874 20      0.0203 24      0.0239 23        0.004 3        0.004 3    
       5847.52 3       0.0066 8      0.0131 12      0.0066 15      0.0066 15    
       5998.14 8      2.4E-04 4     0.00189 17     0.00165 18     0.00165 18    
      6121.41 14     0.00161 17     0.00111 17    -0.00050 24    -0.00050 24    
       6168.86 3      0.0124 15      0.0154 15      0.0030 21      0.0030 21    
      6251.22 19         0.0        0.00120 23     0.00120 23     0.00120 23    
       6251.67 9      0.0021 12      0.00028 9     -0.0018 12     -0.0018 12    
      6342.58 10     0.00116 16     0.00176 22       0.0006 3       0.0006 3    
       6421.35 8         0.0         0.00045 7      0.00045 7      0.00045 7    
      6428.00 15     0.00086 12      0.00082 9         0.0            0.0       
     6478.766 22        0.023 3      0.0219 16         0.0            0.0       
       6685.33 3     0.00161 21     0.00110 13    -0.00051 25    -0.00051 25    
      6828.81 20     0.00063 12     0.00095 25       0.0003 3       0.0003 3    
       6847.95 7     0.00049 11     0.00172 17     0.00123 20     0.00123 20    
       6954.23 3      0.0081 11       0.0084 6         0.0            0.0       
       7110.44 3      0.0106 11       0.0074 7     -0.0032 13     -0.0032 13    
      7164.46 16     0.00125 18     0.00082 14    -0.00044 23    -0.00044 23    
       7219.29 6       0.0030 5       0.0034 4       0.0004 7       0.0004 7    
      7247.99 13     0.00090 13     0.00127 17     0.00037 22     0.00037 22    
      7367.42 10     0.00176 19     0.00165 23        -0.0           -0.0       
       7467.74 9       0.0022 3     0.00183 24      -0.0003 4      -0.0003 4    
       7552.72 8     0.00172 22     0.00244 25       0.0007 3       0.0007 3    
     7629.903 20        0.027 3      0.0256 19        -0.0           -0.0       
      7730.79 14     0.00044 12     0.00117 17     0.00074 21     0.00074 21    
       7781.17 6       0.0055 8       0.0042 7     -0.0012 10     -0.0012 10    
      7974.66 17     0.00104 18     0.00079 11    -0.00025 22    -0.00025 22    
      8036.26 14         0.0         0.00036 5      0.00036 5      0.00036 5    
       8138.03 9       0.0035 5     0.00242 23      -0.0010 6      -0.0010 6    
        8174.9 4      0.00037 8     0.00046 10      9.2E-0513      9.2E-0513    
      8185.45 16     0.00119 14      0.00065 9    -0.00054 17    -0.00054 17    
       8205.40 7       0.0024 3     0.00160 18      -0.0008 4      -0.0008 4    
       8294.41 9       0.0028 5     0.00213 24      -0.0006 6      -0.0006 6    
       8385.40 6       0.0050 7       0.0036 4      -0.0015 8      -0.0015 8    
       8506.78 4      0.0102 11       0.0084 8     -0.0018 13     -0.0018 13    
       8615.73 4      0.0105 13      0.0098 13        -0.0           -0.0       
      8702.32 15       0.0029 5     0.00185 25      -0.0011 6      -0.0011 6    
       8727.58 8       0.0025 3       0.0032 3       0.0006 5       0.0006 5    
      8805.62 24       0.0012 3     0.00078 12      -0.0004 3      -0.0004 3    
       8874.02 6      2.0E-04 3       0.0039 4       0.0037 4       0.0037 4    
       9026.29 6     0.00150 19     0.00131 16     -2.0E-0425     -2.0E-0425    
       9158.71 3       0.0038 5       0.0024 3      -0.0014 6      -0.0014 6    
       9208.04 5     0.00099 12     0.00186 18     0.00088 21     0.00088 22    
       9546.09 7       0.0021 3     0.00100 11      -0.0011 3      -0.0011 3    
       9598.41 9      0.00038 7     0.00092 12     0.00053 14     0.00053 14    
       9665.74 3     0.00147 18     0.00045 11    -0.00102 21    -0.00102 21    
      9801.91 10       0.0023 3     0.00100 11      -0.0013 4      -0.0013 4    
       9836.69 6      0.00067 9     0.00063 12         0.0            0.0       
      9933.32 13      0.00034 5      0.00037 6         0.0            0.0       
     10092.02 16      0.00047 8     0.00081 14     0.00033 16     0.00033 16    
      10179.59 5      0.00053 8     0.00050 10         0.0            0.0       
      10212.15 4      0.00062 8     0.00071 11      9.2E-0514      9.2E-0514    
      10311.53 3     0.00152 18     0.00190 21       0.0004 3       0.0004 3    
     10650.12 19     1.00E-0418     0.00071 14     0.00061 14     0.00061 14    
     10840.45 15     1.49E-0425      0.00031 6      1.6E-04 6      1.6E-04 6    
     11024.29 11     1.27E-0422     0.00071 12     0.00059 13     0.00059 13    
    11417.219 16         0.0          0.383 11       0.383 11       0.383 14    
 *****************************************************************************
                       TOTAL BETA INTENSITY =        0.461 21       0.461 24    
             TOTAL UNPLACED GAMMA INTENSITY =         1891 60                   
              NORMALIZATION UNCERTAINTY (%) =   2.2727                          
