  59NI    58NI(N,G) E=THERMAL                                                    
  
         EL                IN             OUT          NET       (+NORM. UNC.)
 *****************************************************************************
             0.0         4.34 5         0.0            0.0            0.0       
      339.409 14        0.217 3        0.244 3        0.028 4        0.028 4    
      464.976 14       1.209 19       1.238 15       0.029 24       0.029 24    
      877.981 13        0.313 5        0.352 4        0.039 7        0.039 7    
     1188.785 15      0.0676 17      0.0874 13      0.0198 22      0.0198 22    
     1301.467 16        0.081 3        0.105 4        0.023 6        0.023 6    
       1679.66 3       0.0038 3       0.0359 9       0.0321 9       0.0321 9    
     1734.713 22      0.0094 10       0.0418 8      0.0324 13      0.0324 13    
     2414.897 17        0.128 3      0.1403 19        0.013 4        0.013 4    
     2893.499 22        0.107 3      0.1017 17       -0.005 3       -0.005 3    
       3025.67 4      0.0397 15      0.0350 10     -0.0048 18     -0.0048 18    
     3181.584 23        0.161 4      0.1147 19       -0.046 4       -0.046 4    
      3377.79 14      0.0082 11       0.0081 7         0.0            0.0       
      3452.31 21       0.0024 6       0.0040 6       0.0017 8       0.0017 8    
      3540.02 17       0.0041 9       0.0059 7      0.0018 11      0.0018 11    
       3563.07 5      0.0279 13      0.0257 12     -0.0022 18     -0.0022 18    
       3686.22 4      0.0796 22      0.0577 15       -0.022 3       -0.022 3    
       3730.18 9      0.0125 10       0.0141 9      0.0016 14      0.0016 14    
      3853.61 15       0.0072 9       0.0048 7     -0.0024 11     -0.0024 11    
       3858.27 5         0.0            0.0            0.0            0.0       
      3889.66 18       0.0062 7       0.0025 6      -0.0037 9      -0.0037 9    
       4022.11 9       0.0101 9       0.0044 5     -0.0057 10     -0.0057 10    
       4140.37 4      0.0652 16      0.0593 16     -0.0060 23     -0.0060 23    
      4252.59 15       0.0059 7       0.0057 7         0.0            0.0       
       4352.45 5       0.0063 7         0.0         -0.0063 7      -0.0063 7    
       4715.28 7       0.0170 7      0.0142 11     -0.0028 13     -0.0028 13    
       4968.94 6       0.0235 9      0.0119 13     -0.0116 16     -0.0116 16    
       5069.10 7       0.0181 7       0.0090 9     -0.0091 11     -0.0091 11    
       5384.69 4       0.0082 6         0.0         -0.0082 6      -0.0082 6    
       5617.26 5       0.0087 7         0.0         -0.0087 7      -0.0087 7    
       5631.89 9       0.0107 7       0.0026 7     -0.0081 10     -0.0081 10    
      5702.43 13       0.0071 9       0.0028 7     -0.0043 11     -0.0043 11    
      5755.11 25       0.0034 4       0.0028 7      -0.0006 8      -0.0006 8    
      5957.05 14       0.0051 6       0.0063 9      0.0012 11      0.0012 11    
      5994.10 18       0.0044 4       0.0012 7      -0.0032 9      -0.0032 9    
       6030.55 4       0.0122 7         0.0         -0.0122 7      -0.0122 7    
       6101.38 8       0.0051 4       0.0050 8         0.0            0.0       
      6141.64 12       0.0053 4       0.0018 4      -0.0035 6      -0.0035 6    
       6598.37 7       0.0075 4       0.0040 9      -0.0035 *      -0.0035 *    
       7270.35 5       0.0037 3         0.0         -0.0037 3      -0.0037 3    
     8999.131 22         0.0            4.30 5         4.30 5         4.30 5    
 *****************************************************************************
                       TOTAL BETA INTENSITY =          4.34 5         4.34 5    
             TOTAL UNPLACED GAMMA INTENSITY =          0.0                      
              NORMALIZATION UNCERTAINTY (%) =    .0129                          
