  57FE    56FE(N,G) E=THERMAL                                                    
  
         EL                IN             OUT          NET       (+NORM. UNC.)
 *****************************************************************************
             0.0         2.46 5         0.0            0.0            0.0       
            14         1.555 15         1.55 5         0.0            0.0       
      136.494 13      0.0827 16        0.122 3        0.039 4        0.039 4    
      366.763 12        0.330 5        0.382 3        0.051 6        0.051 6    
      706.386 14      0.1413 21      0.1747 20        0.033 3        0.033 3    
       1007.08 7       0.0069 4       0.0059 5      -0.0010 6      -0.0010 6    
      1197.39 17       0.0033 3         0.0         -0.0033 3      -0.0033 3    
       1264.89 3      0.0491 24      0.0626 11        0.013 3        0.013 3    
      1357.14 11         0.0            0.0            0.0            0.0       
     1627.148 18        0.258 6        0.274 3        0.015 6        0.015 6    
     1725.279 16        0.269 6        0.282 4        0.013 7        0.013 7    
      1975.62 13       0.0015 3         0.0         -0.0015 3      -0.0015 3    
      2113.02 16         0.0            0.0            0.0            0.0       
       2207.13 6       0.0088 6       0.0078 6      -0.0010 8      -0.0010 8    
      2217.06 15       0.0015 3         0.0         -0.0015 3      -0.0015 3    
      2330.08 12         0.0            0.0            0.0            0.0       
        2454.3 3     0.00062 22         0.0       -0.00062 22    -0.00062 22    
       2505.12 8       0.0034 4         0.0         -0.0034 4      -0.0034 4    
      2562.59 22       0.0050 4       0.0022 4      -0.0028 6      -0.0028 6    
      2599.92 21       0.0029 3         0.0         -0.0029 3      -0.0029 3    
       2697.04 6      0.0189 11      0.0222 14      0.0034 18      0.0034 18    
       2755.76 9       0.0014 3       0.0038 4       0.0024 6       0.0024 6    
      2821.14 23         0.0            0.0            0.0            0.0       
       2835.80 4      0.0509 15       0.0259 9     -0.0250 18     -0.0250 18    
      2856.57 14       0.0022 3         0.0         -0.0022 3      -0.0022 3    
      2904.27 24         0.0            0.0            0.0            0.0       
      2921.28 10       0.0014 3         0.0         -0.0014 3      -0.0014 3    
      2970.54 11      0.0136 12       0.0025 6     -0.0111 13     -0.0111 13    
      2987.12 11       0.0038 6       0.0081 7       0.0043 9       0.0043 9    
        3059.1 4         0.0          0.0013 6       0.0013 6       0.0013 6    
       3098.29 8       0.0025 3       0.0069 4       0.0044 6       0.0044 6    
      3122.76 19         0.0            0.0            0.0            0.0       
          3200        0.0177 12       0.0100 8     -0.0076 14     -0.0076 14    
      3206.07 17       0.0014 3       0.0015 3         0.0            0.0       
       3239.82 4      0.0494 14      0.0337 11     -0.0157 18     -0.0157 18    
       3301.61 7         0.0          0.0102 6       0.0102 6       0.0102 6    
       3322.50 9       0.0029 6         0.0         -0.0029 6      -0.0029 6    
        3336.9 3         0.0          0.0031 6       0.0031 6       0.0031 6    
      3339.75 21     0.00085 23     0.00062 22      -2E-04 3       -2E-04 3     
       3371.09 7       0.0154 9       0.0124 7     -0.0029 11     -0.0029 11    
       3427.70 3        0.108 3      0.1024 22       -0.006 4       -0.006 4    
      3535.95 16         0.0            0.0            0.0            0.0       
      3561.41 11         0.0            0.0            0.0            0.0       
      3608.50 20         0.0            0.0            0.0            0.0       
       3791.45 4      0.0363 13      0.0414 13      0.0051 18      0.0051 18    
      3862.26 10         0.0          0.0056 4       0.0056 4       0.0056 4    
          3900           0.0            0.0            0.0            0.0       
      3981.91 13       0.0097 8         0.0         -0.0097 8      -0.0097 8    
      4042.69 22         0.0            0.0            0.0            0.0       
      4138.22 12       0.0062 6       0.0036 5      -0.0026 7      -0.0026 7    
        4143.5 4         0.0            0.0            0.0            0.0       
       4209.13 7        0.049 4      0.0229 14       -0.026 5       -0.026 5    
       4378.53 6      0.0400 14       0.0104 8     -0.0296 16     -0.0296 16    
       4459.92 7       0.0199 9       0.0058 7     -0.0142 11     -0.0142 11    
        4574.5 3         0.0          0.0029 3       0.0029 3       0.0029 3    
        4597.6 3         0.0            0.0            0.0            0.0       
      4691.90 10       0.0120 8       0.0071       -0.0049 13     -0.0049 13    
        5136.4 3         0.0          0.0050 4       0.0050 4       0.0050 4    
      5178.55 15         0.0          0.0063 6       0.0063 6       0.0063 6    
      5221.63 12       0.0029 8       0.0041 4       0.0012 9       0.0012 9    
      5238.23 12       0.0037           0.0         -0.0037 *      -0.0037 *    
       7645.86 3         0.0          2.421 22       2.421 22       2.421 24    
 *****************************************************************************
                       TOTAL BETA INTENSITY =          2.46 6         2.46 6    
             TOTAL UNPLACED GAMMA INTENSITY =          0.0                      
              NORMALIZATION UNCERTAINTY (%) =    .3670                          
