  58FE    57FE(N,G) E=THERMAL                                                    
  
         EL                IN             OUT          NET       (+NORM. UNC.)
 *****************************************************************************
             0.0         1.48 5         0.0            0.0            0.0       
      810.739 25         1.47 6         1.25 4        -0.22 7        -0.22 7    
       1674.57 5         0.36 4       0.328 18        -0.04 4        -0.04 4    
        2133.5 3         0.0            0.0            0.0            0.0       
      2256.54 15        0.032 6         0.0          -0.032 6       -0.032 6    
      2781.95 10         0.21 5       0.228 19         0.0            0.0       
      2875.59 17       0.064 14         0.0         -0.064 14      -0.064 14    
      3083.68 12         0.45 3         0.18 4        -0.27 5        -0.27 5    
        3243.6 3         0.0          0.064 18       0.064 18       0.064 18    
      3537.12 23         0.15 3       0.100 23        -0.05 4        -0.05 4    
        3630.0 7         0.0            0.0            0.0            0.0       
      3881.80 17         0.0          0.132 18       0.132 18       0.132 19    
          4006 4         0.0            0.0            0.0            0.0       
        4015.6 4         0.0            0.0            0.0            0.0       
        4139.3 3       1.201 23       0.068 23        -1.13 3        -1.13 3    
       4297.70 9         0.0            0.68 4         0.68 4         0.68 5    
      4321.49 15         0.0          0.223 19       0.223 19       0.223 22    
        4352.7 4         0.0            0.0            0.0            0.0       
        4444.2 4         0.0            0.0            0.0            0.0       
        4550.7 3         0.17 4       1.201 23         1.03 5         1.03 7    
       4832.3 21         0.0            0.0            0.0            0.0       
      5000.65 25         0.15 3       0.086 18        -0.06 3        -0.06 3    
      5221.75 15         0.0          0.287 23       0.287 23         0.29 3    
        5294.8 5         0.0            0.0            0.0            0.0       
        5417.8 5         0.0            0.0            0.0            0.0       
       5523.1 21         0.0            0.0            0.0            0.0       
     10044.53 17         0.0            0.91 8         0.91 8         0.91 9    
 *****************************************************************************
                       TOTAL BETA INTENSITY =         1.48 12        1.48 14    
             TOTAL UNPLACED GAMMA INTENSITY =          0.0                      
              NORMALIZATION UNCERTAINTY (%) =   4.6154                          
